freq	power	ampl	char					
5.50E+03	1.57E-47	3.97E-24	2.94E-22					
5.59E+03	1.73E-47	4.16E-24	3.11E-22					
5.69E+03	1.89E-47	4.35E-24	3.28E-22					
5.78E+03	2.07E-47	4.55E-24	3.46E-22					
5.87E+03	2.26E-47	4.75E-24	3.64E-22					
5.97E+03	2.46E-47	4.96E-24	3.83E-22					
6.06E+03	2.67E-47	5.17E-24	4.02E-22					
6.16E+03	2.90E-47	5.38E-24	4.22E-22					
6.26E+03	3.13E-47	5.60E-24	4.43E-22					
6.37E+03	3.38E-47	5.82E-24	4.64E-22					
6.47E+03	3.65E-47	6.04E-24	4.86E-22					
6.57E+03	3.92E-47	6.26E-24	5.08E-22					
6.68E+03	4.20E-47	6.48E-24	5.30E-22					
6.79E+03	4.48E-47	6.69E-24	5.51E-22					
6.90E+03	4.75E-47	6.89E-24	5.72E-22					
7.01E+03	4.98E-47	7.06E-24	5.91E-22					
7.13E+03	5.16E-47	7.18E-24	6.06E-22					
7.24E+03	5.20E-47	7.21E-24	6.14E-22					
7.36E+03	5.01E-47	7.08E-24	6.08E-22					
7.48E+03	4.45E-47	6.67E-24	5.77E-22					
7.60E+03	3.40E-47	5.83E-24	5.09E-22					
7.72E+03	2.33E-47	4.83E-24	4.24E-22					
7.85E+03	2.50E-47	5.00E-24	4.43E-22					
7.98E+03	4.35E-47	6.59E-24	5.89E-22					
8.11E+03	6.81E-47	8.25E-24	7.43E-22					
8.24E+03	9.10E-47	9.54E-24	8.66E-22					
8.37E+03	1.11E-46	1.05E-23	9.65E-22					
8.51E+03	1.30E-46	1.14E-23	1.05E-21					
8.65E+03	1.48E-46	1.22E-23	1.13E-21					
8.79E+03	1.66E-46	1.29E-23	1.21E-21					
8.93E+03	1.86E-46	1.36E-23	1.29E-21					
9.08E+03	2.07E-46	1.44E-23	1.37E-21					
9.22E+03	2.31E-46	1.52E-23	1.46E-21					
9.38E+03	2.58E-46	1.61E-23	1.56E-21					
9.53E+03	2.90E-46	1.70E-23	1.66E-21					
9.68E+03	3.29E-46	1.81E-23	1.78E-21					
9.84E+03	3.77E-46	1.94E-23	1.93E-21					
1.00E+04	4.39E-46	2.10E-23	2.10E-21					
